term,GRS,Campus,College,Department,Program,program_no,Residency,Student_Type,Race,URM,Level,service_region,state,county,class,learner_age,cohort,retained
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Powell,Freshman,14 <= Age <= 20,2,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Pulaski,Freshman,14 <= Age <= 20,2,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"Black, Non-Hispanic Only",URM,Undergraduate,Out-of-State,California,-Missing-,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"Black, Non-Hispanic Only",URM,Undergraduate,Out-of-State,Missouri,-Missing-,Freshman,14 <= Age <= 20,2,2
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Service Region,Kentucky,Madison,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"Hispanic or Latino, regardless of race",URM,Undergraduate,Out-of-State,Maryland,-Missing-,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"Hispanic or Latino, regardless of race",URM,Undergraduate,Out-of-State,Tennessee,-Missing-,Freshman,14 <= Age <= 20,2,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Clark,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,Two or More Races,URM,Undergraduate,Out-of-State,Illinois,-Missing-,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Illinois,-Missing-,Freshman,14 <= Age <= 20,4,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Missouri,-Missing-,Freshman,14 <= Age <= 20,2,2
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,New York,-Missing-,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,North Carolina,-Missing-,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Ohio,-Missing-,Freshman,14 <= Age <= 20,2,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Pennsylvania,-Missing-,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,South Carolina,-Missing-,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Tennessee,-Missing-,Freshman,14 <= Age <= 20,2,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,Associate of General Studies,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Virginia,-Missing-,Freshman,14 <= Age <= 20,2,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,BA in Exploratory,1,In state Resident,New First Time Freshman,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Service Region,Kentucky,Pulaski,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,BA in Exploratory,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Bullitt,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,Academic Affairs,Office of Academic Affairs,BA in Exploratory,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Shelby,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Business,School of Business,BBA in Finance,1,In state Resident,New First Time Freshman,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Bullitt,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Business,School of Business,BBA in General Business,1,In state Resident,New First Time Freshman,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Oldham,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Business,School of Business,BBA in General Business,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Oldham,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Edu & App Human Sci,"Teach, Learn & Edu Leadership",AAS in Career & Technical Ed,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Mercer,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Edu & App Human Sci,"Teach, Learn & Edu Leadership",BS in Deaf/Hard of Hearing Ed,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Edu & App Human Sci,"Teach, Learn & Edu Leadership",BS in Deaf/Hard of Hearing Ed,1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,Indiana,-Missing-,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Edu & App Human Sci,"Teach, Learn & Edu Leadership",BS in Elementary Edu (P-5),1,In state Resident,New First Time Freshman,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Marion,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Edu & App Human Sci,"Teach, Learn & Edu Leadership",BS in Elementary Edu (P-5),1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Bullitt,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Edu & App Human Sci,"Teach, Learn & Edu Leadership",BS in Elementary Edu (P-5),1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Edu & App Human Sci,"Teach, Learn & Edu Leadership",BS in Elementary Edu (P-5),1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Oldham,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Edu & App Human Sci,"Teach, Learn & Edu Leadership",BS in Elementary Edu (P-5),1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Pendleton,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Edu & App Human Sci,"Teach, Learn & Edu Leadership",BS in Elementary Edu (P-5),1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Leslie,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Edu & App Human Sci,"Teach, Learn & Edu Leadership",BS in Elementary Edu (P-5),1,Out of state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,Out-of-State,West Virginia,-Missing-,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,Exercise & Sport Science,BS in Sport Management,1,In state Resident,New First Time Freshman,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Lewis,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,Health Promotion & Admin,BS in Pre-Health Services Adm,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Bell,Junior,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,Medical Laboratory Science,Pre-Medical Lab Science,1,In state Resident,New First Time Freshman,"Asian, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,"Parks, Rec, Exer, & Sport Sci",BS in Exercise and Sport Scien,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Boyd,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"Asian, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Spencer,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Jefferson,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Jessamine,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Service Region,Kentucky,Clay,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Service Region,Kentucky,Madison,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"Hispanic or Latino, regardless of race",URM,Undergraduate,KY:Service Region,Kentucky,Casey,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Boone,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Bullitt,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Carter,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Lewis,Sophomore,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Owen,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Scott,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Woodford,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,AAS in Pre-Nursing,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Service Region,Kentucky,Whitley,Freshman,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,BSN in Pre-RN Pre-Nursing,1,In state Resident,New First Time Freshman,"Black, Non-Hispanic Only",URM,Undergraduate,KY:Non-Service Region,Kentucky,Fayette,Freshman,14 <= Age <= 20,1,0
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,BSN in Pre-RN Pre-Nursing,1,In state Resident,New First Time Freshman,Two or More Races,URM,Undergraduate,KY:Non-Service Region,Kentucky,Breathitt,Sophomore,14 <= Age <= 20,1,1
Fall 2024 to Fall 2025,GRS (Full-time Other Seeking),On-Campus Program,College of Health Sciences,School of Nursing,BSN in Pre-RN Pre-Nursing,1,In state Resident,New First Time Freshman,"White, Non-Hispanic Only",Non - URM,Undergraduate,KY:Non-Service Region,Kentucky,Russell,Freshman,14 <= Age <= 20,1,0
